Local Authority,Library,Month,Type,Loans
Cambridgeshire,Wisbech Library,2020-01,DVD: 15,2
Cambridgeshire,Wisbech Library,2020-01,DVD: U,3
Cambridgeshire,Wisbech Library,2020-01,Junior fiction,229
Cambridgeshire,Wisbech Library,2020-01,Junior non-fiction,40
Cambridgeshire,Wisbech Library,2020-01,Music score,1
Cambridgeshire,Wisbech Library,2020-01,Picture Book,6
Cambridgeshire,Wisbech Library,2020-01,Quick Pick fiction,3
Cambridgeshire,Wisbech Library,2020-01,Teenage,7
Cambridgeshire,Yaxley Library,2019-12,Adult fiction,12
Cambridgeshire,Yaxley Library,2019-12,Adult fiction hardback,27
Cambridgeshire,Yaxley Library,2019-12,Adult fiction large print hardback,7
Cambridgeshire,Yaxley Library,2019-12,Adult fiction large print paperback,2
Cambridgeshire,Yaxley Library,2019-12,Adult fiction paperback,64
Cambridgeshire,Yaxley Library,2019-12,Adult non fiction hardback,4
Cambridgeshire,Yaxley Library,2019-12,Adult non fiction paperback,13
Cambridgeshire,Yaxley Library,2019-12,Adult non-fiction,8
Cambridgeshire,Yaxley Library,2019-12,Adult spoken word CD,1
Cambridgeshire,Yaxley Library,2019-12,Adult spoken word CD set,1
Cambridgeshire,Yaxley Library,2019-12,Children's fiction,5
Cambridgeshire,Yaxley Library,2019-12,Children's non-fiction,2
Cambridgeshire,Yaxley Library,2019-12,Junior fiction,124
Cambridgeshire,Yaxley Library,2019-12,Junior non-fiction,26
Cambridgeshire,Yaxley Library,2019-12,Picture Book,1
Cambridgeshire,Yaxley Library,2019-12,Quick Pick fiction,1
Cambridgeshire,Yaxley Library,2019-12,Reading Group,1
Cambridgeshire,Yaxley Library,2019-12,Teenage,3
Cambridgeshire,Yaxley Library,2019-12,Young adult plus,1
Cambridgeshire,Yaxley Library,2020-01,Adult fiction,4
Cambridgeshire,Yaxley Library,2020-01,Adult fiction hardback,47
Cambridgeshire,Yaxley Library,2020-01,Adult fiction large print hardback,12
Cambridgeshire,Yaxley Library,2020-01,Adult fiction large print paperback,6
Cambridgeshire,Yaxley Library,2020-01,Adult fiction paperback,85
Cambridgeshire,Yaxley Library,2020-01,Adult non fiction hardback,14
Cambridgeshire,Yaxley Library,2020-01,Adult non fiction large print hardback,1
Cambridgeshire,Yaxley Library,2020-01,Adult non fiction large print paperback,1
Cambridgeshire,Yaxley Library,2020-01,Adult non fiction paperback,13
Cambridgeshire,Yaxley Library,2020-01,Adult non-fiction,4
Cambridgeshire,Yaxley Library,2020-01,Adult spoken word CD set,2
Cambridgeshire,Yaxley Library,2020-01,Children's fiction,5
Cambridgeshire,Yaxley Library,2020-01,DVD: 12,1
Cambridgeshire,Yaxley Library,2020-01,Junior fiction,160
Cambridgeshire,Yaxley Library,2020-01,Junior non-fiction,22
Cambridgeshire,Yaxley Library,2020-01,Picture Book,2
Cambridgeshire,Yaxley Library,2020-01,Quick Pick fiction,2
Cambridgeshire,Yaxley Library,2020-01,Teenage,1
Cambridgeshire,Yaxley Library,2020-01,Young adult,4
Cambridgeshire,Yaxley Library,2020-01,Young adult plus,1
